case_id,task,resource,start_time,completion_time
146,Create Purchase Requisition,Fjodor Kowalski,2020-03-04 14:19:10.898868,2020-03-04 18:00:36.170328
147,Create Purchase Requisition,Tesca Lobes,2020-03-04 17:31:28.723806,2020-03-04 22:09:15.218830
148,Create Purchase Requisition,Tesca Lobes,2020-03-04 22:09:15.218830,2020-03-05 03:34:49.093323
150,Create Purchase Requisition,Anne Olwada,2020-03-05 08:00:00.000000,2020-03-05 08:31:06.683816
154,Create Purchase Requisition,Anne Olwada,2020-03-05 08:31:06.683816,2020-03-05 08:59:49.069786
149,Create Purchase Requisition,Clement Duchot,2020-03-05 08:00:00.000000,2020-03-05 09:07:29.614292
127,Analyze Purchase Requisition,Maris Freeman,2020-03-05 09:00:00.000000,2020-03-05 09:29:19.808600
155,Create Purchase Requisition,Anne Olwada,2020-03-05 08:59:49.069786,2020-03-05 09:30:51.447870
96,Send Request for Quotation to Supplier,Francois de Perrier,2020-03-05 06:00:00.000000,2020-03-05 09:49:10.415798
129,Analyze Purchase Requisition,Maris Freeman,2020-03-05 09:29:19.808600,2020-03-05 10:00:06.540155
130,Analyze Purchase Requisition,Maris Freeman,2020-03-05 10:00:06.540155,2020-03-05 10:31:10.607381
26,Release Purchase Order,Christian Francois,2020-03-05 10:00:06.540155,2020-03-05 10:31:20.628055
17,Send Invoice,Kiu Kan,2020-03-05 10:00:06.540155,2020-03-05 11:02:41.062932
151,Create Purchase Requisition,Esmana Liubiata,2020-03-05 08:00:00.000000,2020-03-05 11:32:23.050068
33,Settle Conditions With Supplier,Karel de Groot,2020-03-05 09:29:19.808600,2020-03-05 11:34:36.242717
153,Create Purchase Requisition,Fjodor Kowalski,2020-03-05 08:00:00.000000,2020-03-05 11:57:08.281668
69,Settle Conditions With Supplier,Magdalena Predutta,2020-03-05 09:29:19.808600,2020-03-05 12:05:55.688921
31,Confirm Purchase Order,Karen Clarens,2020-03-05 11:34:36.242717,2020-03-05 12:06:25.599914
60,Settle Conditions With Supplier,Francois de Perrier,2020-03-05 10:00:06.540155,2020-03-05 12:12:14.165511
30,Deliver Goods Services,Kiu Kan,2020-03-05 11:34:36.242717,2020-03-05 12:36:38.772601
97,Amend Request for Quotation,Anne Olwada,2020-03-05 11:34:36.242717,2020-03-05 12:44:37.349915
128,Create Request for Quotation,Clement Duchot,2020-03-05 09:07:29.614292,2020-03-05 13:02:48.992926
50,Create Purchase Order,Magdalena Predutta,2020-03-05 12:05:55.688921,2020-03-05 13:07:59.623859
152,Create Purchase Requisition,Kim Passa,2020-03-05 08:00:00.000000,2020-03-05 13:38:13.882863
61,Settle Conditions With Supplier,Karel de Groot,2020-03-05 11:34:36.242717,2020-03-05 13:43:12.720755
90,Analyze Request for Quotation,Karel de Groot,2020-03-05 13:43:12.720755,2020-03-05 14:09:05.815485
85,Send Request for Quotation to Supplier,Magdalena Predutta,2020-03-05 13:07:59.623859,2020-03-05 14:09:28.905956
48,Analyze Quotation Comparison Map,Fjodor Kowalski,2020-03-05 12:12:14.165511,2020-03-05 14:23:18.542000
156,Create Purchase Requisition,Nico Ojenbeer,2020-03-05 09:00:00.000000,2020-03-05 14:41:37.336885
27,Approve Purchase Order for payment,Francois de Perrier,2020-03-05 12:12:14.165511,2020-03-05 16:22:10.998275
131,Analyze Purchase Requisition,Maris Freeman,2020-03-07 08:00:00.000000,2020-03-07 08:25:13.758496
19,Confirm Purchase Order,Kiu Kan,2020-03-07 08:25:13.758496,2020-03-07 08:54:05.834111
134,Analyze Purchase Requisition,Maris Freeman,2020-03-07 08:25:13.758496,2020-03-07 08:58:24.547207
136,Analyze Purchase Requisition,Maris Freeman,2020-03-07 08:58:24.547207,2020-03-07 09:26:17.940405
15,Release Purchase Order,Tesca Lobes,2020-03-07 08:58:24.547207,2020-03-07 09:29:10.562914
132,Analyze Purchase Requisition,Maris Freeman,2020-03-07 09:26:17.940405,2020-03-07 09:49:27.311218
59,Create Purchase Order,Magdalena Predutta,2020-03-07 08:58:24.547207,2020-03-07 09:52:59.276759
103,Amend Request for Quotation,Anna Kaufmann,2020-03-07 09:26:17.940405,2020-03-07 10:18:54.658498
137,Create Request for Quotation,Maris Freeman,2020-03-07 10:00:00.000000,2020-03-07 10:31:16.299822
77,Analyze Quotation Comparison Map,Esmana Liubiata,2020-03-07 08:00:00.000000,2020-03-07 10:35:55.521084
123,Create Request for Quotation,Maris Freeman,2020-03-07 10:31:16.299822,2020-03-07 10:58:20.001393
62,Create Quotation comparison Map,Magdalena Predutta,2020-03-07 10:35:55.521084,2020-03-07 11:09:20.922577
34,Settle Conditions With Supplier,Karel de Groot,2020-03-07 08:58:24.547207,2020-03-07 11:24:10.991449
121,Create Request for Quotation,Maris Freeman,2020-03-07 10:58:20.001393,2020-03-07 11:27:38.581086
138,Analyze Purchase Requisition,Maris Freeman,2020-03-07 11:27:38.581086,2020-03-07 11:58:01.088936
99,Amend Request for Quotation,Nico Ojenbeer,2020-03-07 08:00:00.000000,2020-03-07 11:59:32.895969
135,Create Request for Quotation,Elvira Lores,2020-03-07 08:00:00.000000,2020-03-07 12:11:06.622180
122,Create Request for Quotation,Maris Freeman,2020-03-07 11:58:01.088936,2020-03-07 12:30:18.233266
23,Send Invoice,Esmeralda Clay,2020-03-07 12:30:18.233266,2020-03-07 12:56:52.778262
95,Analyze Request for Quotation,Karel de Groot,2020-03-07 12:30:18.233266,2020-03-07 13:00:54.614855
80,Choose best option,Elvira Lores,2020-03-07 12:30:18.233266,2020-03-07 13:02:24.062852
139,Analyze Purchase Requisition,Maris Freeman,2020-03-07 12:30:18.233266,2020-03-07 13:07:09.257208
108,Amend Request for Quotation,Tesca Lobes,2020-03-07 09:29:10.562914,2020-03-07 13:14:38.300343
101,Analyze Request for Quotation,Karel de Groot,2020-03-07 13:00:54.614855,2020-03-07 13:30:01.982955
105,Analyze Request for Quotation,Karel de Groot,2020-03-07 13:30:01.982955,2020-03-07 13:56:36.313337
141,Analyze Purchase Requisition,Maris Freeman,2020-03-07 13:30:01.982955,2020-03-07 13:59:06.569269
81,Choose best option,Elvira Lores,2020-03-07 13:30:01.982955,2020-03-07 13:59:47.174565
133,Create Request for Quotation,Christian Francois,2020-03-07 09:26:17.940405,2020-03-07 14:12:33.483926
49,Create Purchase Order,Francois de Perrier,2020-03-07 08:58:24.547207,2020-03-07 14:24:25.300157
140,Analyze Purchase Requisition,Maris Freeman,2020-03-07 13:59:06.569269,2020-03-07 14:25:24.582422
112,Analyze Request for Quotation,Karel de Groot,2020-03-07 13:56:36.313337,2020-03-07 14:30:15.446311
125,Create Request for Quotation,Tesca Lobes,2020-03-07 13:59:06.569269,2020-03-07 14:31:43.304035
157,Create Purchase Requisition,Kim Passa,2020-03-07 10:00:00.000000,2020-03-07 14:35:10.532920
57,Analyze Request for Quotation,Francois de Perrier,2020-03-07 14:24:25.300157,2020-03-07 14:53:20.672873
109,Amend Request for Quotation,Esmana Liubiata,2020-03-07 10:35:55.521084,2020-03-07 14:54:02.806173
158,Create Purchase Requisition,Christian Francois,2020-03-07 14:24:25.300157,2020-03-07 15:12:15.104617
120,Create Request for Quotation,Anna Kaufmann,2020-03-07 10:18:54.658498,2020-03-07 15:56:40.224155
74,Amend Request for Quotation,Nico Ojenbeer,2020-03-07 11:59:32.895969,2020-03-07 16:06:45.111403
106,Analyze Request for Quotation,Magdalena Predutta,2020-03-07 11:09:20.922577,2020-03-07 17:19:49.273544
161,Create Purchase Requisition,Esmana Liubiata,2020-03-07 14:54:02.806173,2020-03-07 19:32:49.173165
160,Create Purchase Requisition,Kim Passa,2020-03-07 14:35:10.532920,2020-03-07 20:28:11.651450
159,Create Purchase Requisition,Tesca Lobes,2020-03-07 14:31:43.304035,2020-03-07 20:31:37.136530
162,Create Purchase Requisition,Tesca Lobes,2020-03-07 20:31:37.136530,2020-03-08 02:07:12.781740
163,Create Purchase Requisition,Tesca Lobes,2020-03-08 02:07:12.781740,2020-03-08 07:09:10.630290
165,Create Purchase Requisition,Alberto Duport,2020-03-08 08:00:00.000000,2020-03-08 08:29:23.311019
43,Settle Conditions With Supplier,Francois de Perrier,2020-03-08 08:00:00.000000,2020-03-08 10:11:03.943663
12,Authorize Supplier's Invoice payment,Karalda Nimwada,2020-03-08 10:00:00.000000,2020-03-08 10:29:19.383683
102,Send Request for Quotation to Supplier,Karel de Groot,2020-03-08 08:00:00.000000,2020-03-08 12:04:54.755183
32,Settle Conditions With Supplier,Karel de Groot,2020-03-08 12:04:54.755183,2020-03-08 13:42:36.030417
13,Approve Purchase Order for payment,Francois de Perrier,2020-03-08 10:11:03.943663,2020-03-08 14:04:02.133421
38,Confirm Purchase Order,Karen Clarens,2020-03-08 13:42:36.030417,2020-03-08 14:09:33.849596
164,Create Purchase Requisition,Tesca Lobes,2020-03-08 07:09:10.630290,2020-03-08 14:13:29.068921
116,Analyze Request for Quotation,Magdalena Predutta,2020-03-08 08:00:00.000000,2020-03-08 14:16:56.553017
42,Settle Conditions With Supplier,Karel de Groot,2020-03-08 13:42:36.030417,2020-03-08 15:34:20.413564
117,Amend Request for Quotation,Maris Freeman,2020-03-08 13:42:36.030417,2020-03-08 17:49:47.029260
100,Send Request for Quotation to Supplier,Francois de Perrier,2020-03-08 14:04:02.133421,2020-03-08 18:15:52.274140
83,Choose best option,Fjodor Kowalski,2020-03-11 10:00:00.000000,2020-03-11 10:29:00.126124
40,Analyze Quotation Comparison Map,Kim Passa,2020-03-11 10:00:00.000000,2020-03-11 10:31:01.296138
41,Confirm Purchase Order,Carmen Finacse,2020-03-11 10:00:00.000000,2020-03-11 10:32:24.261875
25,Release Supplier's Invoice,Karalda Nimwada,2020-03-11 10:00:00.000000,2020-03-11 10:32:56.513656
46,Deliver Goods Services,Sean Manney,2020-03-11 10:00:00.000000,2020-03-11 10:33:41.541830
20,Send Invoice,Kiu Kan,2020-03-11 10:00:00.000000,2020-03-11 10:55:44.087672
52,Create Purchase Order,Karel de Groot,2020-03-11 10:00:00.000000,2020-03-11 10:59:06.230003
71,Choose best option,Miu Hanwan,2020-03-11 10:00:00.000000,2020-03-11 11:06:13.953830
87,Amend Request for Quotation,Francis Odell,2020-03-11 10:00:00.000000,2020-03-11 14:04:40.213533
142,Analyze Purchase Requisition,Francis Odell,2020-03-11 14:04:40.213533,2020-03-11 20:40:43.819364
114,Analyze Request for Quotation,Magdalena Predutta,2020-03-11 14:04:40.213533,2020-03-11 20:42:01.522541
143,Analyze Purchase Requisition,Maris Freeman,2020-03-13 08:00:00.000000,2020-03-13 08:30:59.420837
166,Create Purchase Requisition,Elvira Lores,2020-03-13 08:00:00.000000,2020-03-13 08:50:00.529867
21,Send Invoice,Kiu Kan,2020-03-13 08:00:00.000000,2020-03-13 08:59:59.400400
168,Create Purchase Requisition,Elvira Lores,2020-03-13 08:50:00.529867,2020-03-13 09:44:27.603290
169,Create Purchase Requisition,Christian Francois,2020-03-13 09:00:00.000000,2020-03-13 09:55:15.771568
2,Settle Dispute With Supplier,Karalda Nimwada,2020-03-13 09:44:27.603290,2020-03-13 10:08:01.120278
126,Create Request for Quotation,Maris Freeman,2020-03-13 09:44:27.603290,2020-03-13 10:10:15.949491
64,Analyze Quotation Comparison Map,Christian Francois,2020-03-13 09:55:15.771568,2020-03-13 10:23:33.931074
58,Create Quotation comparison Map,Magdalena Predutta,2020-03-13 09:55:15.771568,2020-03-13 10:23:52.925389
171,Create Purchase Requisition,Elvira Lores,2020-03-13 09:44:27.603290,2020-03-13 10:43:21.436647
44,Deliver Goods Services,Kiu Kan,2020-03-13 09:44:27.603290,2020-03-13 10:50:39.517394
115,Send Request for Quotation to Supplier,Magdalena Predutta,2020-03-13 10:23:52.925389,2020-03-13 11:29:37.660425
82,Send Request for Quotation to Supplier,Karel de Groot,2020-03-13 08:00:00.000000,2020-03-13 12:01:33.765816
14,Approve Purchase Order for payment,Magdalena Predutta,2020-03-13 11:29:37.660425,2020-03-13 12:25:14.175566
167,Create Purchase Requisition,Tesca Lobes,2020-03-13 08:00:00.000000,2020-03-13 12:51:11.374716
22,Approve Purchase Order for payment,Karel de Groot,2020-03-13 12:01:33.765816,2020-03-13 12:56:43.015906
54,Create Quotation comparison Map,Magdalena Predutta,2020-03-13 12:25:14.175566,2020-03-13 12:56:56.661399
113,Send Request for Quotation to Supplier,Francois de Perrier,2020-03-13 09:44:27.603290,2020-03-13 13:39:57.344284
170,Create Purchase Requisition,Kim Passa,2020-03-13 09:00:00.000000,2020-03-13 14:39:42.433759
51,Analyze Quotation Comparison Map,Tesca Lobes,2020-03-14 08:00:00.000000,2020-03-14 08:28:41.446548
24,Pay Invoice,Pedro Alvares,2020-03-14 08:00:00.000000,2020-03-14 08:29:05.914071
3,Send Invoice,Kiu Kan,2020-03-14 08:00:00.000000,2020-03-14 08:55:29.472659
16,Release Supplier's Invoice,Pedro Alvares,2020-03-14 08:29:05.914071,2020-03-14 08:56:51.059624
118,Analyze Request for Quotation,Francois de Perrier,2020-03-14 08:29:05.914071,2020-03-14 09:02:03.995160
53,Create Quotation comparison Map,Karel de Groot,2020-03-14 08:29:05.914071,2020-03-14 09:02:34.789936
18,Release Supplier's Invoice,Pedro Alvares,2020-03-14 08:56:51.059624,2020-03-14 09:26:48.349193
119,Analyze Request for Quotation,Magdalena Predutta,2020-03-14 08:56:51.059624,2020-03-14 14:23:55.012366
89,Analyze Request for Quotation,Karel de Groot,2020-03-15 09:00:00.000000,2020-03-15 09:30:41.172925
98,Create Quotation comparison Map,Francois de Perrier,2020-03-15 09:00:00.000000,2020-03-15 09:31:29.637196
172,Create Purchase Requisition,Esmana Liubiata,2020-03-15 09:00:00.000000,2020-03-15 13:12:56.173738
145,Create Request for Quotation,Alberto Duport,2020-03-15 09:00:00.000000,2020-03-15 14:49:18.394334
144,Analyze Purchase Requisition,Francis Odell,2020-03-15 09:00:00.000000,2020-03-15 14:54:04.647697
174,Create Purchase Requisition,Alberto Duport,2020-03-15 14:54:04.647697,2020-03-15 15:20:38.117397
173,Create Purchase Requisition,Esmana Liubiata,2020-03-15 14:54:04.647697,2020-03-15 18:56:51.323599
146,Analyze Purchase Requisition,Francis Odell,2020-03-15 14:54:04.647697,2020-03-15 20:35:22.082071
147,Analyze Purchase Requisition,Francis Odell,2020-03-15 20:35:22.082071,2020-03-16 01:49:35.648852
175,Create Purchase Requisition,Alberto Duport,2020-03-18 06:00:00.000000,2020-03-18 06:29:18.298694
148,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-18 08:00:00.000000,2020-03-18 08:29:09.066778
150,Create Request for Quotation,Nico Ojenbeer,2020-03-18 08:00:00.000000,2020-03-18 08:31:30.320345
154,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-18 08:29:09.066778,2020-03-18 08:55:07.374779
149,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-18 08:55:07.374779,2020-03-18 09:26:47.773053
96,Create Quotation comparison Map,Karel de Groot,2020-03-18 09:26:47.773053,2020-03-18 09:53:41.468810
151,Create Request for Quotation,Nico Ojenbeer,2020-03-18 09:26:47.773053,2020-03-18 09:54:56.394674
17,Release Supplier's Invoice,Karalda Nimwada,2020-03-18 09:26:47.773053,2020-03-18 09:56:25.926404
155,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-18 09:26:47.773053,2020-03-18 09:59:43.381548
31,Deliver Goods Services,Sean Manney,2020-03-18 09:53:41.468810,2020-03-18 10:17:45.797500
129,Create Request for Quotation,Esmana Liubiata,2020-03-18 09:26:47.773053,2020-03-18 10:27:26.054252
33,Create Purchase Order,Magdalena Predutta,2020-03-18 09:26:47.773053,2020-03-18 10:32:23.111154
69,Create Purchase Order,Karel de Groot,2020-03-18 09:53:41.468810,2020-03-18 10:59:55.914969
30,Release Purchase Order,Esmana Liubiata,2020-03-18 10:32:23.111154,2020-03-18 11:02:59.044289
97,Analyze Request for Quotation,Karel de Groot,2020-03-18 10:59:55.914969,2020-03-18 11:31:12.152251
60,Create Purchase Order,Magdalena Predutta,2020-03-18 10:32:23.111154,2020-03-18 11:33:16.792251
128,Analyze Request for Quotation,Karel de Groot,2020-03-18 11:31:12.152251,2020-03-18 12:04:07.925664
50,Confirm Purchase Order,Kiu Kan,2020-03-18 11:31:12.152251,2020-03-18 12:07:05.378664
26,Approve Purchase Order for payment,Francois de Perrier,2020-03-18 09:26:47.773053,2020-03-18 13:33:46.880504
176,Create Purchase Requisition,Kim Passa,2020-03-18 09:26:47.773053,2020-03-18 14:39:06.757043
153,Create Request for Quotation,Alberto Duport,2020-03-18 09:26:47.773053,2020-03-18 14:48:54.346987
177,Create Purchase Requisition,Miu Hanwan,2020-03-18 09:26:47.773053,2020-03-18 14:58:28.004947
156,Create Request for Quotation,Nico Ojenbeer,2020-03-19 08:00:00.000000,2020-03-19 08:29:41.552370
85,Create Quotation comparison Map,Francois de Perrier,2020-03-19 08:00:00.000000,2020-03-19 08:33:14.123956
48,Choose best option,Esmana Liubiata,2020-03-19 08:00:00.000000,2020-03-19 08:40:23.966457
90,Amend Request for Quotation,Anne Olwada,2020-03-19 08:00:00.000000,2020-03-19 08:58:44.938247
27,Send Invoice,Kiu Kan,2020-03-19 08:00:00.000000,2020-03-19 09:00:02.890422
61,Create Purchase Order,Karel de Groot,2020-03-19 08:00:00.000000,2020-03-19 09:07:41.947931
182,Create Purchase Requisition,Anna Kaufmann,2020-03-19 09:00:00.000000,2020-03-19 09:30:17.273343
181,Create Purchase Requisition,Anne Olwada,2020-03-19 08:58:44.938247,2020-03-19 09:31:55.599481
184,Create Purchase Requisition,Anne Olwada,2020-03-19 09:31:55.599481,2020-03-19 10:00:26.939309
183,Create Purchase Requisition,Anna Kaufmann,2020-03-19 09:30:17.273343,2020-03-19 10:02:24.727912
19,Deliver Goods Services,Kiu Kan,2020-03-19 10:00:00.000000,2020-03-19 10:53:23.078267
15,Approve Purchase Order for payment,Karel de Groot,2020-03-19 10:02:24.727912,2020-03-19 10:57:45.976928
180,Create Purchase Requisition,Esmana Liubiata,2020-03-19 08:40:23.966457,2020-03-19 12:36:48.578486
59,Confirm Purchase Order,Sean Manney,2020-03-19 12:36:48.578486,2020-03-19 13:04:21.414554
137,Analyze Request for Quotation,Francois de Perrier,2020-03-19 12:36:48.578486,2020-03-19 13:07:00.167116
103,Analyze Request for Quotation,Karel de Groot,2020-03-19 12:36:48.578486,2020-03-19 13:10:30.502857
132,Create Request for Quotation,Esmana Liubiata,2020-03-19 12:36:48.578486,2020-03-19 13:37:45.659811
178,Create Purchase Requisition,Kim Passa,2020-03-19 08:00:00.000000,2020-03-19 13:46:12.925674
77,Choose best option,Esmana Liubiata,2020-03-19 13:37:45.659811,2020-03-19 14:04:58.287919
123,Analyze Request for Quotation,Karel de Groot,2020-03-19 13:37:45.659811,2020-03-19 14:07:39.750236
131,Create Request for Quotation,Clement Duchot,2020-03-19 10:00:00.000000,2020-03-19 14:16:17.744009
62,Analyze Quotation Comparison Map,Kim Passa,2020-03-19 13:46:12.925674,2020-03-19 14:17:18.603861
179,Create Purchase Requisition,Nico Ojenbeer,2020-03-19 08:29:41.552370,2020-03-19 14:22:12.815324
121,Analyze Request for Quotation,Karel de Groot,2020-03-19 14:07:39.750236,2020-03-19 14:34:35.771560
152,Analyze Purchase Requisition,Francis Odell,2020-03-19 08:00:00.000000,2020-03-19 14:47:36.108988
99,Analyze Request for Quotation,Karel de Groot,2020-03-19 14:34:35.771560,2020-03-19 15:03:11.719297
138,Create Request for Quotation,Esmana Liubiata,2020-03-19 14:07:39.750236,2020-03-19 15:05:46.167419
134,Create Request for Quotation,Anne Olwada,2020-03-19 10:00:26.939309,2020-03-19 15:36:32.336106
136,Create Request for Quotation,Anna Kaufmann,2020-03-19 10:02:24.727912,2020-03-19 16:39:43.483048
34,Create Purchase Order,Francois de Perrier,2020-03-19 13:46:12.925674,2020-03-19 20:07:24.313010
135,Analyze Request for Quotation,Francois de Perrier,2020-03-19 20:07:24.313010,2020-03-19 20:36:32.366720
122,Analyze Request for Quotation,Francois de Perrier,2020-03-19 20:36:32.366720,2020-03-19 21:03:35.464539
139,Create Request for Quotation,Maris Freeman,2020-03-20 10:00:00.000000,2020-03-20 10:28:44.214406
23,Release Supplier's Invoice,Karalda Nimwada,2020-03-20 10:00:00.000000,2020-03-20 10:34:40.021926
80,Settle Conditions With Supplier,Francois de Perrier,2020-03-20 10:00:00.000000,2020-03-20 11:54:40.577056
95,Send Request for Quotation to Supplier,Karel de Groot,2020-03-20 10:00:00.000000,2020-03-20 13:49:10.747750
141,Create Request for Quotation,Maris Freeman,2020-03-20 13:49:10.747750,2020-03-20 14:16:04.150551
101,Send Request for Quotation to Supplier,Francois de Perrier,2020-03-20 11:54:40.577056,2020-03-20 15:32:49.574948
108,Analyze Request for Quotation,Magdalena Predutta,2020-03-20 10:00:00.000000,2020-03-20 15:47:00.923549
81,Settle Conditions With Supplier,Francois de Perrier,2020-03-20 15:32:49.574948,2020-03-20 17:26:47.077753
105,Send Request for Quotation to Supplier,Karel de Groot,2020-03-20 13:49:10.747750,2020-03-20 17:37:52.771531
133,Analyze Request for Quotation,Magdalena Predutta,2020-03-20 15:47:00.923549,2020-03-20 21:50:06.827141
49,Confirm Purchase Order,Karen Clarens,2020-03-21 06:00:00.000000,2020-03-21 06:31:51.822139
125,Analyze Request for Quotation,Karel de Groot,2020-03-21 08:00:00.000000,2020-03-21 08:31:41.273463
157,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-21 09:00:00.000000,2020-03-21 09:26:55.366279
120,Analyze Request for Quotation,Francois de Perrier,2020-03-21 09:00:00.000000,2020-03-21 09:28:41.659572
109,Analyze Request for Quotation,Karel de Groot,2020-03-21 09:00:00.000000,2020-03-21 09:30:55.234555
161,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-21 09:26:55.366279,2020-03-21 09:57:54.854604
160,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-21 09:57:54.854604,2020-03-21 10:29:56.776503
163,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-21 10:29:56.776503,2020-03-21 10:57:11.434267
165,Analyze Purchase Requisition,Heinz Gutschmidt,2020-03-21 10:57:11.434267,2020-03-21 11:21:47.671422
140,Create Request for Quotation,Clement Duchot,2020-03-21 08:00:00.000000,2020-03-21 11:53:03.580275
112,Amend Request for Quotation,Maris Freeman,2020-03-21 08:00:00.000000,2020-03-21 11:58:02.250213
43,Create Purchase Order,Karel de Groot,2020-03-21 10:57:11.434267,2020-03-21 12:03:00.705595
57,Amend Request for Quotation,Kim Passa,2020-03-21 09:00:00.000000,2020-03-21 13:10:49.466431
106,Amend Request for Quotation,Penn Osterwalder,2020-03-21 09:00:00.000000,2020-03-21 13:11:41.217281
74,Analyze Request for Quotation,Magdalena Predutta,2020-03-21 09:00:00.000000,2020-03-21 13:47:23.803781
159,Create Request for Quotation,Elvira Lores,2020-03-21 09:57:54.854604,2020-03-21 13:58:45.369768
162,Create Request for Quotation,Christian Francois,2020-03-21 10:00:00.000000,2020-03-21 14:04:39.270218
158,Create Request for Quotation,Alberto Duport,2020-03-21 09:00:00.000000,2020-03-21 15:25:18.630395
12,Pay Invoice,Karalda Nimwada,2020-03-22 09:00:00.000000,2020-03-22 09:28:49.001380
102,Create Quotation comparison Map,Karel de Groot,2020-03-22 09:00:00.000000,2020-03-22 09:34:17.556965
42,Create Purchase Order,Magdalena Predutta,2020-03-22 09:00:00.000000,2020-03-22 09:51:19.278008
13,Send Invoice,Kiu Kan,2020-03-22 09:00:00.000000,2020-03-22 09:57:36.889946
38,Deliver Goods Services,Karen Clarens,2020-03-22 09:00:00.000000,2020-03-22 10:02:01.847167
117,Analyze Request for Quotation,Karel de Groot,2020-03-22 09:34:17.556965,2020-03-22 10:06:00.638142
186,Create Purchase Requisition,Alberto Duport,2020-03-22 09:51:19.278008,2020-03-22 10:19:52.801210
100,Create Quotation comparison Map,Magdalena Predutta,2020-03-22 09:51:19.278008,2020-03-22 10:23:16.564526
25,Authorize Supplier's Invoice payment,Karalda Nimwada,2020-03-22 10:06:00.638142,2020-03-22 10:34:49.220772
46,Release Purchase Order,Anna Kaufmann,2020-03-22 10:06:00.638142,2020-03-22 10:38:26.538593
185,Create Purchase Requisition,Christian Francois,2020-03-22 09:51:19.278008,2020-03-22 10:45:30.420251
41,Deliver Goods Services,Kiu Kan,2020-03-22 10:06:00.638142,2020-03-22 10:59:17.016786
20,Release Supplier's Invoice,Karalda Nimwada,2020-03-22 10:34:49.220772,2020-03-22 11:04:38.351755
52,Confirm Purchase Order,Karen Clarens,2020-03-22 10:34:49.220772,2020-03-22 11:07:35.486741
40,Choose best option,Nico Ojenbeer,2020-03-22 10:06:00.638142,2020-03-22 11:13:27.819964
83,Settle Conditions With Supplier,Karel de Groot,2020-03-22 10:06:00.638142,2020-03-22 11:56:09.399502
87,Analyze Request for Quotation,Karel de Groot,2020-03-22 11:56:09.399502,2020-03-22 12:22:38.360973
71,Settle Conditions With Supplier,Magdalena Predutta,2020-03-22 10:34:49.220772,2020-03-22 12:40:02.993356
164,Create Request for Quotation,Clement Duchot,2020-03-22 09:00:00.000000,2020-03-22 13:11:20.826061
32,Create Purchase Order,Francois de Perrier,2020-03-22 09:00:00.000000,2020-03-22 14:08:56.226542
187,Create Purchase Requisition,Penn Osterwalder,2020-03-22 09:51:19.278008,2020-03-22 15:35:40.150051
190,Create Purchase Requisition,Anna Kaufmann,2020-03-25 09:00:00.000000,2020-03-25 09:28:30.102929
142,Amend Purchase Requisition,Miu Hanwan,2020-03-25 09:00:00.000000,2020-03-25 09:30:59.164954
189,Create Purchase Requisition,Alberto Duport,2020-03-25 09:00:00.000000,2020-03-25 09:31:20.798144
192,Create Purchase Requisition,Anna Kaufmann,2020-03-25 09:28:30.102929,2020-03-25 09:56:52.257830
194,Create Purchase Requisition,Alberto Duport,2020-03-25 09:31:20.798144,2020-03-25 09:58:41.928379
191,Create Purchase Requisition,Elvira Lores,2020-03-25 09:00:00.000000,2020-03-25 09:58:42.909687
21,Release Supplier's Invoice,Pedro Alvares,2020-03-25 09:58:41.928379,2020-03-25 10:28:55.240543
114,Amend Request for Quotation,Maris Freeman,2020-03-25 09:00:00.000000,2020-03-25 13:36:09.234435
168,Analyze Purchase Requisition,Maris Freeman,2020-03-25 13:36:09.234435,2020-03-25 14:05:09.445094
126,Analyze Request for Quotation,Karel de Groot,2020-03-25 13:36:09.234435,2020-03-25 14:06:27.857856
2,Authorize Supplier's Invoice payment,Pedro Alvares,2020-03-25 13:36:09.234435,2020-03-25 14:11:40.385937
169,Create Request for Quotation,Esmana Liubiata,2020-03-25 13:36:09.234435,2020-03-25 14:24:51.196024
166,Create Request for Quotation,Alberto Duport,2020-03-25 09:58:41.928379,2020-03-25 14:37:16.523167
143,Create Request for Quotation,Anna Kaufmann,2020-03-25 09:56:52.257830,2020-03-25 14:44:43.198380
64,Choose best option,Esmana Liubiata,2020-03-25 14:24:51.196024,2020-03-25 14:54:44.473019
58,Analyze Quotation Comparison Map,Alberto Duport,2020-03-25 14:37:16.523167,2020-03-25 15:08:35.470331
195,Create Purchase Requisition,Anna Kaufmann,2020-03-25 14:44:43.198380,2020-03-25 15:12:44.135251
171,Create Request for Quotation,Maris Freeman,2020-03-25 14:44:43.198380,2020-03-25 15:15:10.346862
188,Create Purchase Requisition,Nico Ojenbeer,2020-03-25 09:00:00.000000,2020-03-25 15:16:36.931220
44,Release Purchase Order,Esmana Liubiata,2020-03-25 14:54:44.473019,2020-03-25 15:21:44.884892
115,Create Quotation comparison Map,Karel de Groot,2020-03-25 14:54:44.473019,2020-03-25 15:25:46.691977
193,Create Purchase Requisition,Miu Hanwan,2020-03-25 09:30:59.164954,2020-03-25 15:45:50.780132
